"PRINCIPIO ACTIVO","PRESENTACION","PRODUCTO","LABORATORIO","FAMILIA","FORMA"
"solifenacina","5 mg comp.rec.x 20","VESICARE","Gador","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"sucralfato","susp.x 200 ml","GASTROMED","Sanitas","Antiulceroso","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sucralfato","20% susp.x 200 ml","SUCRALFATO DENVER FARMA","Denver Farma","Antiulceroso","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sucralfato","susp.x 200 ml","NETUNAL","Elea","Antiulceroso","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sucralfato","susp.oral x 200 ml","SUCRALFORT","Eczane","Antiulceroso","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sucralfato","susp.x 200 ml","SUCRALMAX","Eurofarma","Antiulceroso","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfadiazina de plata","cr.x 30 g","SULFATRAL","Austral","Antibacteriano topico","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","ung.x 15 g","PLATSUL-A","Soubeiran Chobe","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.x 50 g","SULFATRAL A","Austral","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.dârmica x 30 g","HIPOGLOS Q","AndrÂ¢maco","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.x 50 g","SULFAPLAT LA","Lafedar","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.x 30 g","SULFADINA","Biosintex Retai","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.x 30 g","PLATSUL-A","Soubeiran Chobe","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.pomo x 50 g","SULFADIAZINA DE PLATA DENVER FARMA","Denver Farma","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfadiazina de plata+asoc.","cr.pomo x 30 g","SULFADIAZINA DE PLATA DENVER FARMA","Denver Farma","Antibacteriano Cicatrizante","Cremas/Geles/Pomadas/UngÂentos"
"sulfametoxazol+trimetoprima","jbe.x 100 ml","ADRENOL","Fabra","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfametoxazol+trimetoprima","comp.x 10","TRITENK FORTE","Biotenk","Quimioterapico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","adultos comp.x 20","SPECTREX","Lafedar","Antibacteriano","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","comp.x 10","BACTRIM FORTE","Siegfried","Antibacteriano","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","comp.x 10","ADRENOL","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","susp.x 100 ml","DOSULFIN","Roemmers","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfametoxazol+trimetoprima","comp.x 20","BACTRIM","Siegfried","Antibacteriano","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","forte comp.x 10","SPECTREX","Lafedar","Antibacteriano","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","comp.x 20","COTRIMOX","Lepetit","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","susp.oral x 100 ml","SPECTREX","Lafedar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfametoxazol+trimetoprima","jbe.x 100 ml","BACTRIM","Siegfried","Antibacteriano","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfametoxazol+trimetoprima","susp.x 120 ml","BACTICEL","BagÂ¢","Quimioterapico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfametoxazol+trimetoprima","comp.x 10","COTRIMOX FORTE","Lepetit","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","comp.x 10","ADRENOL FORTE","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","800/160 mg comp.x 10","NETOCUR","Duncan","Quimioterapico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","comp.x 12","BACTICEL","BagÂ¢","Quimioterapico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","comp.x 14","DOSULFIN FORTE","Roemmers","Quimioterapico","Comprimidos/Pastillas/Tabletas/Grageas"
"sulfametoxazol+trimetoprima","jbe.x 100 ml","NETOCUR","Duncan","Quimioterapico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sulfasalazina","500 mg comp.rec.x 60","FLOGOSTOP","Teva Argentina","Antiinflam.Antirreumatico","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","jga.prell.x 1 x 0.5 ml","MICRANIL","PharmaDorf","AntimigraÂ¤oso","Jeringa prellenada"
"sumatriptan","100 mg comp.rec.x 1","MIGRANEITOR","Lafedar","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","comp.x 6","MICRANIL","PharmaDorf","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","100 mg comp.x 4","MIGRATRIPTAN","Roemmers","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","70 mg comp.rec.x 4","SUMATRIPTAN TEVA","Teva Argentina","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","50 mg tab.x 4","IMIGRAN","GlaxoSmithKline","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","100 mg comp.x 2","MIGRATRIPTAN","Roemmers","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","100 mg comp.rec.x 2","MIGRANEITOR","Lafedar","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"sumatriptan","comp.x 4","MICRANIL","PharmaDorf","AntimigraÂ¤oso","Comprimidos/Pastillas/Tabletas/Grageas"
"tamsulosina","0.4 mg cÂ ps.lib.mod.x60","TARUSOL","Lepetit","Antiprostatico","CÂ psulas/Softgels"
"tamsulosina","0.4 mg cÂ ps.x 30","SULOS","Elea","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x30","TANSILOPROST RETARD","Finadiet","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.lib.cont.x60","ESPONTAL","Panalab","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","UROPROST-Q","Ariston","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","DIUFORTAN","Lazar","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.x 30","URALOS CR","Casasco","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x30","PROSTOKLAR","Baliarda","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.lib.prol.x30","UROCETINA","Eurolab","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.lib.mod.x30","TARUSOL","Lepetit","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","ACLOSAN","Eurofarma","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.lib.cont.x30","DENVERPROST","Denver Farma","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4mg comp.lib.prol.x 60","OMNIC OCAS","Gador","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x60","PROSTOKLAR","Baliarda","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.x 60","URALOS CR","Casasco","Terapeutica prostatica","Comprimidos/Pastillas/Tabletas/Grageas"
"tamsulosina","0.4 mg cÂ ps.x 60","TANSILOPROST","Finadiet","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","REDUPROST","Adium","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4mg cÂ ps.lib.cont.x 60","TAMSULOSINA RICHET","Richet","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x30","TAMSULOSINA TEVA","Teva Argentina","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4mg comp.lib.prol.x 30","OMNIC OCAS","Gador","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","TANSILOPROST","Finadiet","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4mg cÂ ps.L.C.x30(TRZB)","TAMSULOSINA RICHET","Richet","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x60","TARUSOL","Lepetit","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","TRAVELGUM","Microsules Arg.","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x30","TARUSOL","Lepetit","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","URIFLUX","Roemmers","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg comp.lib.prol.x60","TANSILOPROST RETARD","Finadiet","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 60","REDUPROST","Adium","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 30","FLOCPROX","Klonal","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4mg cÂ ps.lib.prol.x 30","LOSTAM","Temis-LostalÂ¢","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.lib.cont.x30","ESPONTAL","Panalab","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 60","UROPROST-Q","Ariston","Terapeutica prostatica","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"tamsulosina","0.4 mg cÂ ps.x 60","DIUFORTAN","Lazar","Antiprostatico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"teofilina anhidra","300 mg comp.x 20","DRILYNA","BagÂ¢","Broncodilatador","Comprimidos/Pastillas/Tabletas/Grageas"
"teofilina anhidra","300 mg comp.x 20","TEODILAT","Lafedar","Broncodilatador","Comprimidos/Pastillas/Tabletas/Grageas"
"teofilina anhidra","200 mg comp.x 20","TEODILAT","Lafedar","Broncodilatador","Comprimidos/Pastillas/Tabletas/Grageas"
"teofilina anhidra","1.6 g jbe.x 120 ml","TEODILAT","Lafedar","Broncodilatador","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"teofilina anhidra","0.8 g jbe.x 120 ml","TEODILAT","Lafedar","Broncodilatador","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"terazosina","5 mg comp.x 60","BLAVIN","Baliarda","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","2 mg comp.x 30","PANAPROST","Panalab","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.x 28","BENAPROST","BagÂ¢","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.birran.x 20","FOSFOMIK","Finadiet","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","10 mg comp.x 60","BLAVIN","Baliarda","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","10 mg comp.x 30","ANDRIN","Casasco","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.ran.x 20","GERIPROST","Teva Argentina","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","2 mg comp.x 60","BLAVIN","Baliarda","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.x 30","ANDRIN","Casasco","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.x 30","TERAZOSINA VANNIER","Vannier","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","2 mg comp.ran.x 20","GERIPROST","Teva Argentina","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","2 mg comp.x 30","ANDRIN","Casasco","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","10 mg comp.x 30","BLAVIN","Baliarda","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.birran.x 30","FOSFOMIK","Finadiet","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.x 30","BLAVIN","Baliarda","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","2 mg comp.ran.x 30","FOSFOMIK","Finadiet","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","2 mg comp.x 30","BLAVIN","Baliarda","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terazosina","5 mg comp.x 30","PANAPROST","Panalab","Antiprostatico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 28","TEREKOL","Panalab","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 28","TERBINAFINA (COMO CLORHIDRATO) RICHET","Richet","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 28","TACNA","Megalabs Argent","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 14","TEREKOL","Panalab","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 42","TEREKOL","Panalab","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 14","TERBINAFINA (COMO CLORHIDRATO) RICHET","Richet","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.rec.x 28","FUNGUEAL","Lazar","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 14","TACNA","Megalabs Argent","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 28","LIKANA","Adium","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.rec.x 14","FUNGUEAL","Lazar","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 14","LIKANA","Adium","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 28","TERBI-DERM","Oxapharma","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 42","TERBI-DERM","Oxapharma","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"terbinafina","250 mg comp.x 14","TERBI-DERM","Oxapharma","Antimicotico","Comprimidos/Pastillas/Tabletas/Grageas"
"tetraciclina","cÂ ps.x 30","CICLOTETRYL 500","Fortbenton","Antibiotico","CÂ psulas/Softgels"
"tetraciclina+metronidazol+bismut","cÂ ps. x 120","TRYLORI","Roemmers","Antibioticoterapia para H.Pylori","CÂ psulas/Softgels"
"tibolona","2.5 mg comp.x 30","CLIMATIX","Siegfried","Trat.menopausia","Comprimidos/Pastillas/Tabletas/Grageas"
"tibolona","1.25 mg comp.x 30","CLIMATIX 1.25","Siegfried","Trat.menopausia","Comprimidos/Pastillas/Tabletas/Grageas"
"tibolona","1.25 mg comp.x 30","DISCRETAL 1.25","Beta","Trat.menopausia","Comprimidos/Pastillas/Tabletas/Grageas"
"tibolona","2.5 mg comp.x 30","KLIMASTRESS","Craveri","Terap.horm.reemp.p/climaterio","Comprimidos/Pastillas/Tabletas/Grageas"
"tibolona","2.5 mg comp.x 30","TOCLINE","Rontag","Trat.menopausia","Comprimidos/Pastillas/Tabletas/Grageas"
"timolol,maleato","sol.viscosa estâr.x 10ml","TIMODER HYDROGEL","Lersan","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","sol.oft.x 5 ml","TIMOLOL DENVER FARMA","Denver Farma","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.5% gts.oft.x 5 ml","KLONALOL","Klonal","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.5% gts.oft.x 10 ml","ATIGLAUC","Biosintex","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.50% sol.oft.x 2.5 ml","ZOPIROL LC","Elea","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.50% colirio x 5 ml","POENTIMOL","Poen","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.5% sol.oft.x 5 ml","TIMOLOL DORF","PharmaDorf","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.50% sol.oft.x 5 ml","PROFLAX","Sidus","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.50% sol.oft.x 5 ml","PLOSTIM","Novartis","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.25% sol.oft.x 5 ml","PROFLAX","Sidus","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","0.50% sol.oft.x 5 ml","ZOPIROL","Elea","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"timolol,maleato","sol.oft.estâr.x 7.5 ml","TIMOPLOS LC","Novoplos","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"tobramicina","colirio x 5 ml","GOTABIOTIC","Poen","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","gts.oft.x 10 ml","RADINA","Valmax","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.x 5 ml","TOBRAL","Lafedar","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","0.3% sol.oft.x 10 ml","KLONAMICIN","Klonal","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","gts.oft.x 5 ml","TOBREX","Novartis","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","0.3% sol.oft.x 5 ml","XIBRAX","Vannier","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.x 5 ml","FOTEX","Elea","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","colirio x 5 ml","BIDEON BIOTIC","Fecofar","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","gel oft.x 5 g","GOTABIOTIC","Poen","Antibiotico oftalmico","Geles oftÂ lmicos"
"tobramicina","gts.oft.x 5 ml","OFTALBRAX","Biosintex","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.x 10 ml","TOBRAL","Lafedar","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.x 5 ml","TOBRALER","Novoplos","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.estâril x 5 ml","TOBRAMICINA ATLAS","Lab Internacion","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.estâril x 5 ml","TOBRALEP","Austral","Antibiotico","Gotas oftÂ lmicas/Colirios"
"tobramicina","sol.oft.x 5 ml","TOBRABIOTIC","Denver Farma","Antibiotico oftalmico","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","susp.oft.x 5 ml","TOBRADEX","Novartis","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","gts.oft.x 5 ml","RADINA DEX","Valmax","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","ung.oft.x 3.5 g","FOTADEX","Elea","Antibiotico Antiinfl.","Geles oftÂ lmicos"
"tobramicina+dexametasona","ung.x 3.5 g","TOBRADEX","Novartis","Antibiotico Antiinfl.","Geles oftÂ lmicos"
"tobramicina+dexametasona","colirio x 5 ml","TRAZIDEX OFTENO","Siegfried","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","fco.gotero x 5 ml","BIOCORT","Biosintex","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","gts.oft.x 5 ml","TOBRATLAS DEXA","Lab Internacion","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","sol.oft.x 5 ml","TOFLAM","Lafedar","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","sol.oft.x 5 ml","KLONAMICIN COMPUESTO","Klonal","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","sol.oft.x 5 ml","XIBRADEX","Vannier","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","colirio x 5 ml","BIDEON BIOTIC PLUS","Fecofar","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","ung.oft.x 3.5 g","GOTABIOTIC F","Poen","Antibiotico Antiinfl.","Geles oftÂ lmicos"
"tobramicina+dexametasona","sol.oft.x 10 ml","TOFLAM","Lafedar","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","susp.oft.x 5 ml","TOBRALER DX","Novoplos","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","susp.oft.x 5 ml","DECADRON CON TOBRAMICINA","Sidus","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","susp.oft.x 5 ml","PURPUMICINA","Microsules Arg.","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","susp.oft.estâril x 5 ml","TOBRALEP DX","Austral","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","sol.oft.x 5 ml","FOTADEX","Elea","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","susp.oft.x 5 ml","TOBRABIOTIC D","Denver Farma","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona","colirio x 5 ml","GOTABIOTIC F","Poen","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona+asoc.","sol.oft.x 10 ml","TOFLAM PLUS","Lafedar","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona+asoc.","sol.oft.x 5 ml","TOFLAM PLUS","Lafedar","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona+asoc.","sol.oft.x 5 ml","T+D+H DORF","PharmaDorf","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"tobramicina+dexametasona+asoc.","colirio x 5 ml","GOTABIOTIC D","Poen","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"toxoide tetan.+difter.+pertusis","fco.mds.x 1 x 0.5 ml","ADACEL","Sanofi Health A","Vacuna triple acelular","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"toxoide tetan.+difter.+pertusis","jeringa prellenada","BUSTRIX","GlaxoSmithKline","Vacuna triple acelular","Jeringa prellenada"
"toxoide tetanico","a.x 1 x 0.5ml c/jga.+ag.","VACUNA ANTITETANICA BIOL","Biol","Inmunizacion antitetanica","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"toxoide tetanico+difterico","a.x 1 x 0.5 ml c/jga.+ag","DITE (EX VACUNA DOBLE ADULTOS BIOL)","Biol","Vacuna doble","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
