"PRINCIPIO ACTIVO","PRESENTACION","PRODUCTO","LABORATORIO","FAMILIA","FORMA"
"rosuvastatina","10 mg comp.rec.x 30","ROVASTANE","Eczane","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","BILIP 10","Richmond","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.rec.x 60","ROVARTAL","Roemmers","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.rec.ran.x 30","REOVEX 5","Baliarda","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 30","ROSUVAST 20","BagÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.rec.x 30","HIPOLIPOL","Casasco","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.trirran.x 20","APRENTICE","Francelab","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 30","LIPEX","Elea","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.rec.x 30","MESOTEROL 20","Finadiet","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 60","ARTOMEY","Teva Argentina","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.x 30","ATERONOVA","Beta","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.rec.x 28","HIPOLIPOL","Casasco","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.rec.x 30","NODIS 20","Temis-LostalÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.rec.x 30","ROSUFEN","Nolter","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","ROSULIP","Eurofarma","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.rec.ran.x 30","REOVEX 40","Baliarda","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","ROSUCOL","Gâminis Farmacâ","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","ROSUX","Lepetit","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.rec.x 60","SINLIP","Gador","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp. x 30","ROVESTOR","Klonal","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 30","RABLOC","Elea","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 30","NONLIPID 20 MG","Denver Farma","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.rec.ran.x 60","REOVEX 20","Baliarda","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.x 30","ARTOMEY","Teva Argentina","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.rec.x 30","NODIS 40","Temis-LostalÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.x 30","ROSUBER","Laboratorios Be","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 60","ROSUVAST 10","BagÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.rec.x 30","HIPOLIPOL","Casasco","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 60","ROSUCOL","Gâminis Farmacâ","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","LIPEX","Elea","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.rec.x 30","MESOTEROL 10","Finadiet","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.rec.x 30","NODIS 10","Temis-LostalÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.x 28","ROSUVASTATINA RICHET","Richet","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.rec.x 30","SINLIP","Gador","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.rec.x 28","HIPOLIPOL","Casasco","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 56","ROSUVAST 10","BagÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.x 30","ROSUX","Lepetit","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.x 28","CRESTOR","AstraZeneca","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","ROVESTOR","Klonal","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 30","ROSUSTATIN","Montpellier","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","RABLOC","Elea","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","40 mg comp.x 30","ROSUCOL","Gâminis Farmacâ","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.rec.ran.x 60","REOVEX 10","Baliarda","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","ATERONOVA","Beta","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.x 30","ROSUBER","Laboratorios Be","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 30","ROSUVAST 10","BagÂ¢","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.rec.x 30","HIPOLIPOL","Casasco","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","10 mg comp.x 60","ROSUCOL","Gâminis Farmacâ","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.x 30","LIPEX","Elea","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.rec.x 30","MESOTEROL 5","Finadiet","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.rec.x 30","SINLIP","Gador","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","20 mg comp.rec.x 500","ROVASTANE","Eczane","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rosuvastatina","5 mg comp.rec.x 30","ROXOLAN","Siegfried","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"rotavirus","tubo plÂ stico x 1 x 2 ml","ROTATEQ","MSD Argentina S","Vacuna contra gastroenteritis","Ampollas bebibles"
"rotavirus","jga.prell.x 1 lÂ¡quida","ROTARIX","GlaxoSmithKline","Vacuna contra gastroenteritis","Jeringa prellenada"
"salbutamol","aer.hfa x 250 dosis","SALBUTRAL C/AEROMED","CassarÂ","Broncodilatador","Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA"
"salbutamol","fco.x 20 ml","AIRCOSALM","Lab Internacion","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","40mg/100 ml jbe.x 120 ml","BUTAMOL","Lafedar","Broncodilatador","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"salbutamol","fco.x 20 ml","SALBUNEB","Valmax","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","aer.x 250 dosis","SALBUTRAL","CassarÂ","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","aer.inh.c/adap.x 250ds.","AIRCOSALM HFA","Lab Internacion","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","sol.p/nebul.x 20 ml","VENTOLIN","GlaxoSmithKline","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","sol.p/nebul.x 20 ml","SALBUTAMOL DENVER FARMA","Denver Farma","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","sol.x 20 ml","LABSA VENT 0.5%","Labsa","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","0.5% gts.p/nebul.x 20 ml","BUTAMOL","Lafedar","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","aer.x 10 ml/200 dosis","AIRSALBU","Biofactor","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","fco.x 10 ml","SALBUNEB","Valmax","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","inhalador hfa x 250 ds.","SALBUDEN","Denver Farma","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","0.5% gts.x 20 ml","SALBUTAMOL FABRA","Fabra","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","aer.inh.c/aplic.x200ds.","VENTOLIN HFA","GlaxoSmithKline","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","aer.inh.c/adap.x 200ds.","AIRCOSALM HFA","Lab Internacion","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","inh.HFA+aeroc.x 250ds.","SALBUDEN HFA CON AEROCAMARA DF 280","Denver Farma","Broncodilatador","Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA"
"salbutamol","5mg/ml sol.p/nebul.x20ml","MICROTEROL","Microsules Arg.","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","aer.inh.c/adap.x 250ds.","AEROLEP","Austral","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol","0.5% gts.p/nebul.x 10 ml","BUTAMOL","Lafedar","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+beclometasona","aer.x 250 dosis","BUTOCORT HFA","CassarÂ","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+beclometasona","aer.x 250 dosis","SALBUTRAL PLUS","CassarÂ","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","sol.unidosis x 20","SALBUTROP","Lafedar","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","aer.x 200 dosis","MAXAIR","Lersan","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","sol.p/neb.unid.x24x2.5ml","SALBUTRAL AC","CassarÂ","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","sol.monods. x 20","IPRASALB","Valmax","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","sol.monodosis x 20","COMBIVENT SM","Boehringer Inge","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","aer.x 250 dosis","SALBUTRAL AC HFA","CassarÂ","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"salbutamol+ipratropio,br.","sol. p/nebul.x 20 ml","SALBUTRAL AC NEBU","Medisol","Broncodilatador","Sprays/Aerosoles/Soluciones para nebulizar"
"sertralina","50 mg comp.x 30","SERTRALINA LEPRET","Pretoria","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.rec.x 30","SERTRALINA TEVA","Teva Argentina","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg tab.ran.x 30","ZOLOFT","Aspen Pharma","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","DIMENA","Lepetit","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.ran.x 30","ASERTRAL","Roemmers","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.rec.x 30","ANILAR","Megalabs Argent","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","SERVANTAX","Vannier","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","STRALINA","PharmaDorf","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.ran.x 30","CADILER","Montpellier","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.rec.x 30","ZOXX 50","Casasco","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.ran.x 30","INSERTEC 50","Baliarda","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","BICROMIL","Cetus","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","SERTRALINA ROSPAW","Rospaw","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.ran.x 30","ATENIX","Adium","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","VUNOT","Medipharma","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.rec.x 30","PSICOTIL","Beta","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp.x 30","SERLINA","Rontag","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sertralina","50 mg comp. rec.x 30","IRRADIAL","Teva Argentina","Antidepresivo","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","gts.x 20 ml","SIMEFLAT","Lazar","Antiflatulento","Gotas orales"
"simeticona","grag.x 30","SIMECON 250","Sanitas","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","200 mg comp.x 20","FACTOR AG","Casasco","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","emuls.x 150 ml","FACTOR AG FORTE","Casasco","Antiflatulento","Emulsiones/Leches de Limpieza"
"simeticona","gts.x 30 ml","SIMECON PEDIATRICO","Medisol","Antiflatulento","Gotas orales"
"simeticona","200 mg comp.x 30","SIMEFLAT","Lazar","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","comp.x 20","SIMETICONA CETUS","Cetus","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","cÂ ps.x 40 (20+20)","CARBOGASOL FORTE","Montpellier","Antiflatulento","CÂ psulas/Softgels"
"simeticona","200 mg comp.x 20","AESIM 200","Austral","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","200 mg comp.x 10","SIMEFLAT","Lazar","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","cÂ ps.x 120 (60+60)","CARBOGASOL FORTE","Montpellier","Antiflatulento","CÂ psulas/Softgels"
"simeticona","200 mg comp.x 40","FACTOR AG","Casasco","Antiflatulento","Comprimidos/Pastillas/Tabletas/Grageas"
"simeticona","liq.x 30 ml","CARBOGASOL","Montpellier","Antiflatulento","Gotas orales"
"simeticona","emuls.x 60 ml","FACTOR AG FORTE","Casasco","Antiflatulento","Emulsiones/Leches de Limpieza"
"simeticona","Ped.gts.x 30 ml","FACTOR AG GOTAS","Casasco","Antiflatulento","Gotas orales"
"simvastatin","40 mg comp.rec.x 30","COLEFLUX","Lafedar","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.rec.x 30","COLEFLUX","Lafedar","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.rec.x 30","LISAC","Laboratorios Be","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","GEMISTATIN 20","Gâminis Farmacâ","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","VASOTENAL","Roemmers","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","40 mg comp.x 30","ZOCOR","Organon Arg.","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","TANAVAT","Microsules Arg.","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.rec.x 30","COLEFLUX","Lafedar","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.rec.x 30","SISTATIN","Lepetit","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","GEMISTATIN 10","Gâminis Farmacâ","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","ZOCOR","Organon Arg.","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","REDUSTEROL","Adium","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.rec.x 30","SISTATIN","Lepetit","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","SIMVASTATINA FABRA","Fabra","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","VASOTENAL","Roemmers","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","SIMVASTATINA FABRA","Fabra","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","ZOCOR","Organon Arg.","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","TANAVAT","Microsules Arg.","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","40 mg comp.x 30","REDUSTEROL","Adium","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","REDUSTEROL","Adium","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.x 30","SIMVASTATIN VANNIER","Vannier","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","80 mg comp.rec.x 30","COLEFLUX","Lafedar","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","20 mg comp.rec.x 30","LISAC","Laboratorios Be","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"simvastatin","10 mg comp.x 30","SIMVASTATIN VANNIER","Vannier","Hipocolesterolemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 50","EXIBRAL 500","BagÂ¢","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.rec.x 60","IMPROVAL 500","Roemmers","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","125 mg comp.x 50","VALCOTE","Abbott EPD","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.x 30","VALCAS","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.rec.x 30","IMPROVAL 500","Roemmers","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.x 50","EXIBRAL 250","BagÂ¢","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.rec.x 30","IMPROVAL 250","Roemmers","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 50","DIVALPREX","Gador","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","125 mg comp.rec.x 30","IMPROVAL 125","Roemmers","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 50","VALNAR","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.lib.cont.x50","VALCOTE ER","Abbott EPD","Anticonvulsivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"sodio,divalproato","125 mg cÂ ps.x 100","VALCOTE SPRINKLE","Abbott EPD","Anticonvulsivo","CÂ psulas/Softgels"
"sodio,divalproato","250 mg comp.x 50","DIVALPREX","Gador","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp. rec.x 50","LOGICAL S","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 60","VALCAS","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.lib.cont.x50","VALCOTE ER","Abbott EPD","Anticonvulsivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"sodio,divalproato","125 mg cÂ ps.x 50","VALCOTE SPRINKLE","Abbott EPD","Anticonvulsivo","CÂ psulas/Softgels"
"sodio,divalproato","500 mg comp.lib.cont.x50","DIVALPREX ER","Gador","Anticonvulsivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"sodio,divalproato","250 mg comp.x 50","VALNAR","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 50","VALCOTE","Abbott EPD","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp. rec.x 50","LOGICAL S","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 30","VALCAS","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","500 mg comp.x 50","VALCAS","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.lib.cont.x50","DIVALPREX ER","Gador","Anticonvulsivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"sodio,divalproato","250 mg comp.x 50","VALCOTE","Abbott EPD","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.x 60","VALCAS","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,divalproato","250 mg comp.x 50","VALCAS","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"sodio,fusidato","ung.x 15 g","ACIFUSIN","AndrÂ¢maco","Antibiotico topico","Cremas/Geles/Pomadas/UngÂentos"
"sodio,picosulfato","sol.oral x 50 ml","LAXANET","Ronnet","Laxante","Gotas orales"
"sodio,picosulfato","gts.x 30 ml","MODATON","Montpellier","Laxante","Gotas orales"
"sodio,picosulfato","8 mg/ml gts.x 30 ml","TRALI","Rontag","Laxante","Gotas orales"
"sodio,picosulfato","gts.x 50 ml","RAPILAX","Elea","Laxante","Gotas orales"
"sodio,picosulfato","sol.oral x 15 ml","LAXANET","Ronnet","Laxante","Gotas orales"
"sodio,picosulfato+asoc.","10 mg sob.x 2","PICOPREP","Ferring","Laxante","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sodio,picosulfato+asoc.","10 mg sob.x 2","NOVOPREP","DomÂ¡nguez","Laxante","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"sodio,valproato","jbe.x 120 ml","PROVAL","Medipharma","Anticonvulsivo","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"solifenacina","5 mg comp.rec.x 30","NOVURIT","Lazar","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 20","PISONO","Finadiet","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","CISTIL","Temis-LostalÂ¢","Anticolinergico","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 30","URIMA","IMA","Anticolinergico","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.x 30","SOLIFENACINA TEVA","Teva Argentina","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 20","PISONO","Finadiet","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 30","CISTIL","Temis-LostalÂ¢","Anticolinergico","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","URIMA","IMA","Anticolinergico","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.x 30","SOLIFENACINA TEVA","Teva Argentina","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","SOLIFEN","Casasco","Anticolinergico","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.x 30","SOLFACINA","Roemmers","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 30","SOLIFEN","Casasco","Anticolinergico","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.x 30","SOLFACINA","Roemmers","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","PISONO","Finadiet","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","SOLICINA","Craveri","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","VESICARE","Gador","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 20","VESICARE","Gador","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 30","PISONO","Finadiet","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 30","SOLICINA","Craveri","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","5 mg comp.rec.x 30","VESICARE","Gador","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
"solifenacina","10 mg comp.rec.x 30","NOVURIT","Lazar","Trat.vejiga hiperactiva","Comprimidos/Pastillas/Tabletas/Grageas"
